57,0
57,166261
4,172099
9,148085
3,139641
16,142201
2,148399
16,144616
2,152969
58,164613
58,183417
4,174445
9,145543
2,143361
58,170992
58,186930
4,194516
15,155620
39,149305
31,152988
31,150615
4,152732
22,155794
98,149577
28,173707
16,143502
4,140618
32,160424
228,151312
60,228693
456,167734
144,295532
108,196475
236,194089
236,188677
16,191561
88,166798
392,161686
72,190879
16,158897
88,162936
64,160757
16,155153
464,203013
464,270333
112,271361
112,185847
112,188536
456,194555
32,293430
88,167179
16,160274
200,268366
1368,253146
312,528564
48,296518
360,342148
80,308298
680,510797
3192,450147
840,1004716
784,511808
1652,554186
1652,478489
112,482496
616,297891
2744,334471
672,467374
112,299808
504,315488
448,282561
112,285597
3248,502294
3248,872527
224,867277
840,558534
3192,514088
952,1008847
840,540792
1736,578133
1736,506077
224,508829
1232,435159
5488,508303
1568,798895
896,469077
224,449191
1792,916538
12768,978384
4032,3919620
3024,2019876
6608,2107126
6608,1990284
448,2017044
2464,727208
10976,940336
2464,1864996
2464,849472
10976,884481
2016,1927166
448,692039
2016,804747
1792,679063
448,708940
12992,2004729
12992,3552354
12992,3563967
3136,3586862
3136,1948846
3136,1949295
12768,1982686
896,3818699
2464,891935
448,781385
5152,3208680
25536,3014480
5824,7453476
896,3331913
6720,4030074
896,3704595
5824,3978452
1344,3481974
10976,6366654
51072,5551352
11648,13889627
12544,5909304
26432,7466350
26432,6152930
1792,5988315
15232,2827927
3584,4834121
28672,11976675
7168,13333396
7168,1647484
7168,1258084
7168,1262513
7168,1248535
7168,1264117
7168,1246280
48384,1735464
23296,24548626
52864,11135577
52864,11153977
19712,11607340
47488,9613117
1792,9349263
51968,8348139
1792,15796688
1792,179320
1792,188846
1792,181674
1792,184200
1792,188860
1792,187783
1792,181046
1792,189346
1792,178377
1792,180131
1792,185603
1792,177810
53760,8893967
51072,23809473
1792,15730210
1792,182355
1792,192589
1792,181986
1792,184116
1792,185627
1792,178970
1792,182171
1792,186950
1792,191803
1792,177966
1792,178409
1792,177791
53760,8377132
51072,23154411
3584,15830446
8064,3687851
2688,3072165
10752,1093007
17920,1843236
3584,5754397
25088,2081606
3584,7930693
25088,2120453
14336,8101886
3584,5579242
28672,2116508
3584,9368126
103936,10657473
103936,21213553
7168,21329911
16128,5917205
3584,5283509
16128,4880819
3584,5286225
16128,4667332
3584,5247705
103936,17967058
103936,35079050
7168,34905682
26880,13935301
55552,12215786
55552,11969075
7168,12052315
39424,9557733
175616,12710223
50176,20398937
28672,11220015
7168,9605142
57344,22696616
64512,31734944
10752,22667936
46592,23535879
7168,21186842
46592,23667142
7168,21014613
86016,38696265
39424,39768324
94976,18314896
94976,18845439
10752,18575585
71680,28344318
510720,32043362
116480,120097440
17920,54220903
116480,60728428
148736,54176533
25088,73930935
37632,3439905
224000,86582003
