57,0
57,133384
4,131821
2,132060
2,368
10,141353
10,131367
3,132557
12,133639
14,135246
2,135179
14,133804
8,133180
2,133201
16,133461
2,132996
58,133468
58,133860
4,134809
9,134317
2,132504
11,133333
2,132566
58,132798
58,134308
4,135666
17,134279
39,133403
31,137554
31,134467
4,133607
22,134012
98,133681
18,134380
16,132796
4,132972
32,133038
32,865
32,166031
32,131729
228,131893
52,133313
8,133219
52,134591
54,133254
118,131755
118,133601
8,133188
44,134181
196,133101
36,133171
8,133205
36,133490
32,133299
8,132476
64,132216
456,132722
120,135570
120,135647
120,135436
912,136088
208,142523
32,135468
208,135856
32,134743
208,137791
216,136199
472,135746
472,135584
32,133394
176,132936
784,132550
176,133708
144,132129
32,132998
176,135414
144,132626
128,132940
32,132731
928,134744
928,146450
32,147314
32,1713
240,172335
240,133560
912,130364
208,132818
912,131236
208,133524
32,132229
240,133275
208,131460
32,131108
64,131219
192,131222
32,130706
928,131216
928,138709
32,135381
384,130284
384,132651
1824,132252
416,137014
1824,133340
416,137074
64,132957
480,135001
416,136986
64,136871
128,135821
288,135378
288,132369
64,132577
1856,135502
1856,163465
1856,139494
128,147863
608,132568
1248,132038
992,131703
992,137954
992,133443
128,133413
704,137586
704,133758
704,138082
3136,139803
576,147516
576,135232
128,134923
576,140712
128,134461
576,141668
512,134554
128,132411
128,134467
960,131477
960,139023
3648,137199
832,146295
3648,135652
832,153214
128,134892
832,137001
832,138194
128,138715
832,136746
832,139756
128,141212
832,143213
896,134110
3296,135318
3776,138742
3776,151806
3776,137578
256,134464
2176,135243
512,132314
4096,151158
2816,150111
1792,141461
1408,141701
128,133256
3712,131242
256,141478
576,132401
192,129622
768,132189
896,135078
128,132422
896,134011
512,133468
128,132479
1024,139922
128,134619
3712,134593
3712,151291
256,149817
576,136925
128,130050
704,131356
128,130304
3712,131424
3712,157221
256,152401
128,134010
1024,129733
1024,132865
3648,134757
832,155342
128,131864
960,135121
960,138957
1984,132553
1984,132815
256,131120
1408,134922
6272,133853
1152,143839
1024,132181
256,133366
2048,147716
14592,151352
3328,189973
3456,148221
7552,139343
7552,143416
512,134905
2816,139605
512,135461
4096,146636
1024,154434
1024,132608
1024,134593
1024,138933
6912,145984
5632,174558
512,146330
14848,136413
512,180525
512,130734
512,129582
512,130554
512,4270
15360,3853595
14592,191682
8192,197782
43776,179522
1536,249349
11520,174468
3072,206316
3072,140135
33792,177986
